table_name,column_name,data_type,enum_values,column_default,is_nullable,character_maximum_length,numeric_precision,numeric_scale,constraint_type,references,column_comment
group_posts,group_id,uuid,null,gen_random_uuid(),NO,null,null,null,CHECK,null,null
group_posts,user_id,uuid,null,gen_random_uuid(),NO,null,null,null,CHECK,null,null
group_posts,user_id,uuid,null,gen_random_uuid(),NO,null,null,null,PRIMARY KEY,null,null
group_posts,user_id,uuid,null,gen_random_uuid(),NO,null,null,null,FOREIGN KEY,groups.id,null
group_posts,user_id,uuid,null,gen_random_uuid(),NO,null,null,null,FOREIGN KEY,user_profiles.id,null
group_posts,user_id,uuid,null,gen_random_uuid(),NO,null,null,null,CHECK,null,null
group_posts,user_id,uuid,null,gen_random_uuid(),NO,null,null,null,CHECK,null,null
group_posts,user_id,uuid,null,gen_random_uuid(),NO,null,null,null,CHECK,null,null
group_posts,content,text,null,null,YES,null,null,null,CHECK,null,null
group_posts,content,text,null,null,YES,null,null,null,PRIMARY KEY,null,null
group_posts,content,text,null,null,YES,null,null,null,FOREIGN KEY,groups.id,null
group_posts,content,text,null,null,YES,null,null,null,FOREIGN KEY,user_profiles.id,null
group_posts,content,text,null,null,YES,null,null,null,CHECK,null,null
group_posts,content,text,null,null,YES,null,null,null,CHECK,null,null
group_posts,content,text,null,null,YES,null,null,null,CHECK,null,null
group_posts,media_url,text,null,null,YES,null,null,null,CHECK,null,null
group_posts,media_url,text,null,null,YES,null,null,null,PRIMARY KEY,null,null
group_posts,media_url,text,null,null,YES,null,null,null,FOREIGN KEY,groups.id,null
group_posts,media_url,text,null,null,YES,null,null,null,FOREIGN KEY,user_profiles.id,null
group_posts,media_url,text,null,null,YES,null,null,null,CHECK,null,null
group_posts,media_url,text,null,null,YES,null,null,null,CHECK,null,null
group_posts,media_url,text,null,null,YES,null,null,null,CHECK,null,null
group_posts,media_type,text,null,null,YES,null,null,null,CHECK,null,null
group_posts,media_type,text,null,null,YES,null,null,null,CHECK,null,null
group_posts,media_type,text,null,null,YES,null,null,null,CHECK,null,null
group_posts,media_type,text,null,null,YES,null,null,null,CHECK,null,null
group_posts,media_type,text,null,null,YES,null,null,null,FOREIGN KEY,user_profiles.id,null
group_posts,media_type,text,null,null,YES,null,null,null,FOREIGN KEY,groups.id,null
group_posts,media_type,text,null,null,YES,null,null,null,PRIMARY KEY,null,null
groups,id,uuid,null,gen_random_uuid(),NO,null,null,null,FOREIGN KEY,user_profiles.id,null
groups,id,uuid,null,gen_random_uuid(),NO,null,null,null,CHECK,null,null
groups,id,uuid,null,gen_random_uuid(),NO,null,null,null,PRIMARY KEY,null,null
groups,id,uuid,null,gen_random_uuid(),NO,null,null,null,CHECK,null,null
groups,id,uuid,null,gen_random_uuid(),NO,null,null,null,FOREIGN KEY,users.id,null
groups,id,uuid,null,gen_random_uuid(),NO,null,null,null,CHECK,null,null
groups,id,uuid,null,gen_random_uuid(),NO,null,null,null,CHECK,null,null
groups,id,uuid,null,gen_random_uuid(),NO,null,null,null,CHECK,null,null
groups,name,text,null,null,NO,null,null,null,CHECK,null,null
groups,name,text,null,null,NO,null,null,null,CHECK,null,null
groups,name,text,null,null,NO,null,null,null,CHECK,null,null
groups,name,text,null,null,NO,null,null,null,CHECK,null,null
groups,name,text,null,null,NO,null,null,null,FOREIGN KEY,users.id,null
groups,name,text,null,null,NO,null,null,null,PRIMARY KEY,null,null
groups,name,text,null,null,NO,null,null,null,CHECK,null,null
groups,name,text,null,null,NO,null,null,null,FOREIGN KEY,user_profiles.id,null
groups,owner_id,uuid,null,null,YES,null,null,null,FOREIGN KEY,user_profiles.id,null
groups,owner_id,uuid,null,null,YES,null,null,null,CHECK,null,null
groups,owner_id,uuid,null,null,YES,null,null,null,CHECK,null,null
groups,owner_id,uuid,null,null,YES,null,null,null,CHECK,null,null
groups,owner_id,uuid,null,null,YES,null,null,null,CHECK,null,null
groups,owner_id,uuid,null,null,YES,null,null,null,FOREIGN KEY,users.id,null
groups,owner_id,uuid,null,null,YES,null,null,null,PRIMARY KEY,null,null
groups,owner_id,uuid,null,null,YES,null,null,null,CHECK,null,null
groups,type,text,null,null,NO,null,null,null,FOREIGN KEY,user_profiles.id,null
groups,type,text,null,null,NO,null,null,null,CHECK,null,null
groups,type,text,null,null,NO,null,null,null,CHECK,null,null
groups,type,text,null,null,NO,null,null,null,CHECK,null,null
groups,type,text,null,null,NO,null,null,null,CHECK,null,null
groups,type,text,null,null,NO,null,null,null,FOREIGN KEY,users.id,null
groups,type,text,null,null,NO,null,null,null,PRIMARY KEY,null,null
groups,type,text,null,null,NO,null,null,null,CHECK,null,null
groups,description,text,null,null,YES,null,null,null,CHECK,null,null
groups,description,text,null,null,YES,null,null,null,CHECK,null,null
groups,description,text,null,null,YES,null,null,null,CHECK,null,null
groups,description,text,null,null,YES,null,null,null,CHECK,null,null
groups,description,text,null,null,YES,null,null,null,CHECK,null,null
groups,description,text,null,null,YES,null,null,null,FOREIGN KEY,users.id,null
groups,description,text,null,null,YES,null,null,null,PRIMARY KEY,null,null
groups,description,text,null,null,YES,null,null,null,FOREIGN KEY,user_profiles.id,null
groups,created_at,timestamp with time zone,null,now(),YES,null,null,null,CHECK,null,null
groups,created_at,timestamp with time zone,null,now(),YES,null,null,null,CHECK,null,null
groups,created_at,timestamp with time zone,null,now(),YES,null,null,null,PRIMARY KEY,null,null
groups,created_at,timestamp with time zone,null,now(),YES,null,null,null,FOREIGN KEY,user_profiles.id,null
groups,created_at,timestamp with time zone,null,now(),YES,null,null,null,FOREIGN KEY,users.id,null
groups,created_at,timestamp with time zone,null,now(),YES,null,null,null,CHECK,null,null
groups,created_at,timestamp with time zone,null,now(),YES,null,null,null,CHECK,null,null
groups,created_at,timestamp with time zone,null,now(),YES,null,null,null,CHECK,null,null
groups,avatar_url,text,null,null,YES,null,null,null,FOREIGN KEY,user_profiles.id,null
groups,avatar_url,text,null,null,YES,null,null,null,CHECK,null,null
groups,avatar_url,text,null,null,YES,null,null,null,PRIMARY KEY,null,null
groups,avatar_url,text,null,null,YES,null,null,null,FOREIGN KEY,users.id,null
groups,avatar_url,text,null,null,YES,null,null,null,CHECK,null,null
groups,avatar_url,text,null,null,YES,null,null,null,CHECK,null,null
groups,avatar_url,text,null,null,YES,null,null,null,CHECK,null,null
groups,avatar_url,text,null,null,YES,null,null,null,CHECK,null,null
groups,is_public,boolean,null,true,NO,null,null,null,PRIMARY KEY,null,null
groups,is_public,boolean,null,true,NO,null,null,null,FOREIGN KEY,user_profiles.id,null
groups,is_public,boolean,null,true,NO,null,null,null,CHECK,null,null
groups,is_public,boolean,null,true,NO,null,null,null,CHECK,null,null
groups,is_public,boolean,null,true,NO,null,null,null,CHECK,null,null
groups,is_public,boolean,null,true,NO,null,null,null,CHECK,null,null
groups,is_public,boolean,null,true,NO,null,null,null,CHECK,null,null
groups,is_public,boolean,null,true,NO,null,null,null,FOREIGN KEY,users.id,null
groups,rules,text,null,null,YES,null,null,null,PRIMARY KEY,null,null
groups,rules,text,null,null,YES,null,null,null,CHECK,null,null
groups,rules,text,null,null,YES,null,null,null,CHECK,null,null
groups,rules,text,null,null,YES,null,null,null,CHECK,null,null
groups,rules,text,null,null,YES,null,null,null,CHECK,null,null
groups,rules,text,null,null,YES,null,null,null,CHECK,null,null
groups,rules,text,null,null,YES,null,null,null,FOREIGN KEY,user_profiles.id,null
groups,rules,text,null,null,YES,null,null,null,FOREIGN KEY,users.id,null
groups,cover_image_url,text,null,null,YES,null,null,null,FOREIGN KEY,user_profiles.id,null
groups,cover_image_url,text,null,null,YES,null,null,null,CHECK,null,null
groups,cover_image_url,text,null,null,YES,null,null,null,PRIMARY KEY,null,null
groups,cover_image_url,text,null,null,YES,null,null,null,FOREIGN KEY,users.id,null
groups,cover_image_url,text,null,null,YES,null,null,null,CHECK,null,null
groups,cover_image_url,text,null,null,YES,null,null,null,CHECK,null,null
groups,cover_image_url,text,null,null,YES,null,null,null,CHECK,null,null
groups,cover_image_url,text,null,null,YES,null,null,null,CHECK,null,null
groups,max_members,integer,null,null,YES,null,32,0,CHECK,null,null
groups,max_members,integer,null,null,YES,null,32,0,FOREIGN KEY,user_profiles.id,null
groups,max_members,integer,null,null,YES,null,32,0,CHECK,null,null
groups,max_members,integer,null,null,YES,null,32,0,CHECK,null,null
groups,max_members,integer,null,null,YES,null,32,0,CHECK,null,null
groups,max_members,integer,null,null,YES,null,32,0,CHECK,null,null
groups,max_members,integer,null,null,YES,null,32,0,FOREIGN KEY,users.id,null
groups,max_members,integer,null,null,YES,null,32,0,PRIMARY KEY,null,null
groups,category,text,null,null,YES,null,null,null,CHECK,null,null
groups,category,text,null,null,YES,null,null,null,FOREIGN KEY,users.id,null
groups,category,text,null,null,YES,null,null,null,PRIMARY KEY,null,null
groups,category,text,null,null,YES,null,null,null,CHECK,null,null
groups,category,text,null,null,YES,null,null,null,FOREIGN KEY,user_profiles.id,null
groups,category,text,null,null,YES,null,null,null,CHECK,null,null
groups,category,text,null,null,YES,null,null,null,CHECK,null,null
groups,category,text,null,null,YES,null,null,null,CHECK,null,null
groups,tags,ARRAY,null,null,YES,null,null,null,CHECK,null,null
groups,tags,ARRAY,null,null,YES,null,null,null,CHECK,null,null
groups,tags,ARRAY,null,null,YES,null,null,null,CHECK,null,null
groups,tags,ARRAY,null,null,YES,null,null,null,CHECK,null,null
groups,tags,ARRAY,null,null,YES,null,null,null,CHECK,null,null
groups,tags,ARRAY,null,null,YES,null,null,null,FOREIGN KEY,users.id,null
groups,tags,ARRAY,null,null,YES,null,null,null,PRIMARY KEY,null,null
groups,tags,ARRAY,null,null,YES,null,null,null,FOREIGN KEY,user_profiles.id,null
groups,settings,jsonb,null,'{}'::jsonb,YES,null,null,null,CHECK,null,null
groups,settings,jsonb,null,'{}'::jsonb,YES,null,null,null,FOREIGN KEY,users.id,null
groups,settings,jsonb,null,'{}'::jsonb,YES,null,null,null,PRIMARY KEY,null,null
groups,settings,jsonb,null,'{}'::jsonb,YES,null,null,null,CHECK,null,null
groups,settings,jsonb,null,'{}'::jsonb,YES,null,null,null,FOREIGN KEY,user_profiles.id,null
groups,settings,jsonb,null,'{}'::jsonb,YES,null,null,null,CHECK,null,null
groups,settings,jsonb,null,'{}'::jsonb,YES,null,null,null,CHECK,null,null
groups,settings,jsonb,null,'{}'::jsonb,YES,null,null,null,CHECK,null,null
groups,updated_at,timestamp with time zone,null,now(),YES,null,null,null,PRIMARY KEY,null,null
groups,updated_at,timestamp with time zone,null,now(),YES,null,null,null,CHECK,null,null
groups,updated_at,timestamp with time zone,null,now(),YES,null,null,null,FOREIGN KEY,user_profiles.id,null
groups,updated_at,timestamp with time zone,null,now(),YES,null,null,null,CHECK,null,null
groups,updated_at,timestamp with time zone,null,now(),YES,null,null,null,CHECK,null,null
groups,updated_at,timestamp with time zone,null,now(),YES,null,null,null,CHECK,null,null
groups,updated_at,timestamp with time zone,null,now(),YES,null,null,null,CHECK,null,null
groups,updated_at,timestamp with time zone,null,now(),YES,null,null,null,FOREIGN KEY,users.id,null
housing_applications,id,uuid,null,gen_random_uuid(),NO,null,null,null,CHECK,null,null
housing_applications,id,uuid,null,gen_random_uuid(),NO,null,null,null,CHECK,null,null
housing_applications,id,uuid,null,gen_random_uuid(),NO,null,null,null,PRIMARY KEY,null,null
housing_applications,id,uuid,null,gen_random_uuid(),NO,null,null,null,FOREIGN KEY,housing_listings.id,null
housing_applications,id,uuid,null,gen_random_uuid(),NO,null,null,null,FOREIGN KEY,users.id,null
housing_applications,id,uuid,null,gen_random_uuid(),NO,null,null,null,CHECK,null,null
housing_applications,id,uuid,null,gen_random_uuid(),NO,null,null,null,CHECK,null,null
housing_applications,id,uuid,null,gen_random_uuid(),NO,null,null,null,CHECK,null,null
housing_applications,listing_id,uuid,null,null,YES,null,null,null,CHECK,null,null
housing_applications,listing_id,uuid,null,null,YES,null,null,null,CHECK,null,null
housing_applications,listing_id,uuid,null,null,YES,null,null,null,PRIMARY KEY,null,null
housing_applications,listing_id,uuid,null,null,YES,null,null,null,FOREIGN KEY,housing_listings.id,null
housing_applications,listing_id,uuid,null,null,YES,null,null,null,FOREIGN KEY,users.id,null
housing_applications,listing_id,uuid,null,null,YES,null,null,null,CHECK,null,null
housing_applications,listing_id,uuid,null,null,YES,null,null,null,CHECK,null,null
housing_applications,listing_id,uuid,null,null,YES,null,null,null,CHECK,null,null
housing_applications,user_id,uuid,null,null,YES,null,null,null,CHECK,null,null
housing_applications,user_id,uuid,null,null,YES,null,null,null,CHECK,null,null
housing_applications,user_id,uuid,null,null,YES,null,null,null,PRIMARY KEY,null,null
housing_applications,user_id,uuid,null,null,YES,null,null,null,FOREIGN KEY,housing_listings.id,null
housing_applications,user_id,uuid,null,null,YES,null,null,null,FOREIGN KEY,users.id,null
housing_applications,user_id,uuid,null,null,YES,null,null,null,CHECK,null,null
housing_applications,user_id,uuid,null,null,YES,null,null,null,CHECK,null,null
housing_applications,user_id,uuid,null,null,YES,null,null,null,CHECK,null,null
housing_applications,status,text,null,'pending'::text,NO,null,null,null,FOREIGN KEY,housing_listings.id,null
housing_applications,status,text,null,'pending'::text,NO,null,null,null,CHECK,null,null
housing_applications,status,text,null,'pending'::text,NO,null,null,null,CHECK,null,null
housing_applications,status,text,null,'pending'::text,NO,null,null,null,CHECK,null,null
housing_applications,status,text,null,'pending'::text,NO,null,null,null,CHECK,null,null
housing_applications,status,text,null,'pending'::text,NO,null,null,null,FOREIGN KEY,users.id,null
housing_applications,status,text,null,'pending'::text,NO,null,null,null,PRIMARY KEY,null,null
housing_applications,status,text,null,'pending'::text,NO,null,null,null,CHECK,null,null
housing_applications,move_in_date,date,null,null,NO,null,null,null,CHECK,null,null
housing_applications,move_in_date,date,null,null,NO,null,null,null,CHECK,null,null
housing_applications,move_in_date,date,null,null,NO,null,null,null,FOREIGN KEY,housing_listings.id,null
housing_applications,move_in_date,date,null,null,NO,null,null,null,FOREIGN KEY,users.id,null
housing_applications,move_in_date,date,null,null,NO,null,null,null,PRIMARY KEY,null,null
housing_applications,move_in_date,date,null,null,NO,null,null,null,CHECK,null,null
housing_applications,move_in_date,date,null,null,NO,null,null,null,CHECK,null,null
housing_applications,move_in_date,date,null,null,NO,null,null,null,CHECK,null,null
housing_applications,household_size,integer,null,null,NO,null,32,0,CHECK,null,null
housing_applications,household_size,integer,null,null,NO,null,32,0,CHECK,null,null
housing_applications,household_size,integer,null,null,NO,null,32,0,PRIMARY KEY,null,null
housing_applications,household_size,integer,null,null,NO,null,32,0,FOREIGN KEY,housing_listings.id,null
housing_applications,household_size,integer,null,null,NO,null,32,0,FOREIGN KEY,users.id,null
housing_applications,household_size,integer,null,null,NO,null,32,0,CHECK,null,null
housing_applications,household_size,integer,null,null,NO,null,32,0,CHECK,null,null
housing_applications,household_size,integer,null,null,NO,null,32,0,CHECK,null,null
housing_applications,has_pets,boolean,null,false,YES,null,null,null,CHECK,null,null
housing_applications,has_pets,boolean,null,false,YES,null,null,null,CHECK,null,null
housing_applications,has_pets,boolean,null,false,YES,null,null,null,CHECK,null,null
housing_applications,has_pets,boolean,null,false,YES,null,null,null,PRIMARY KEY,null,null
housing_applications,has_pets,boolean,null,false,YES,null,null,null,FOREIGN KEY,housing_listings.id,null
housing_applications,has_pets,boolean,null,false,YES,null,null,null,FOREIGN KEY,users.id,null
housing_applications,has_pets,boolean,null,false,YES,null,null,null,CHECK,null,null
housing_applications,has_pets,boolean,null,false,YES,null,null,null,CHECK,null,null
housing_applications,pet_details,text,null,null,YES,null,null,null,FOREIGN KEY,users.id,null
housing_applications,pet_details,text,null,null,YES,null,null,null,CHECK,null,null
housing_applications,pet_details,text,null,null,YES,null,null,null,FOREIGN KEY,housing_listings.id,null
housing_applications,pet_details,text,null,null,YES,null,null,null,PRIMARY KEY,null,null
housing_applications,pet_details,text,null,null,YES,null,null,null,CHECK,null,null
housing_applications,pet_details,text,null,null,YES,null,null,null,CHECK,null,null
housing_applications,pet_details,text,null,null,YES,null,null,null,CHECK,null,null
housing_applications,pet_details,text,null,null,YES,null,null,null,CHECK,null,null
housing_applications,support_requirements,text,null,null,YES,null,null,null,FOREIGN KEY,users.id,null
housing_applications,support_requirements,text,null,null,YES,null,null,null,CHECK,null,null
housing_applications,support_requirements,text,null,null,YES,null,null,null,PRIMARY KEY,null,null
housing_applications,support_requirements,text,null,null,YES,null,null,null,FOREIGN KEY,housing_listings.id,null
housing_applications,support_requirements,text,null,null,YES,null,null,null,CHECK,null,null
housing_applications,support_requirements,text,null,null,YES,null,null,null,CHECK,null,null
housing_applications,support_requirements,text,null,null,YES,null,null,null,CHECK,null,null
housing_applications,support_requirements,text,null,null,YES,null,null,null,CHECK,null,null
housing_applications,additional_notes,text,null,null,YES,null,null,null,CHECK,null,null
housing_applications,additional_notes,text,null,null,YES,null,null,null,CHECK,null,null
housing_applications,additional_notes,text,null,null,YES,null,null,null,CHECK,null,null
housing_applications,additional_notes,text,null,null,YES,null,null,null,CHECK,null,null
housing_applications,additional_notes,text,null,null,YES,null,null,null,PRIMARY KEY,null,null
housing_applications,additional_notes,text,null,null,YES,null,null,null,FOREIGN KEY,housing_listings.id,null
housing_applications,additional_notes,text,null,null,YES,null,null,null,FOREIGN KEY,users.id,null
housing_applications,additional_notes,text,null,null,YES,null,null,null,CHECK,null,null
housing_applications,created_at,timestamp with time zone,null,now(),YES,null,null,null,CHECK,null,null
housing_applications,created_at,timestamp with time zone,null,now(),YES,null,null,null,CHECK,null,null
housing_applications,created_at,timestamp with time zone,null,now(),YES,null,null,null,CHECK,null,null
housing_applications,created_at,timestamp with time zone,null,now(),YES,null,null,null,CHECK,null,null
housing_applications,created_at,timestamp with time zone,null,now(),YES,null,null,null,PRIMARY KEY,null,null
housing_applications,created_at,timestamp with time zone,null,now(),YES,null,null,null,FOREIGN KEY,housing_listings.id,null
housing_applications,created_at,timestamp with time zone,null,now(),YES,null,null,null,FOREIGN KEY,users.id,null
housing_applications,created_at,timestamp with time zone,null,now(),YES,null,null,null,CHECK,null,null
housing_applications,updated_at,timestamp with time zone,null,now(),YES,null,null,null,CHECK,null,null
housing_applications,updated_at,timestamp with time zone,null,now(),YES,null,null,null,CHECK,null,null
housing_applications,updated_at,timestamp with time zone,null,now(),YES,null,null,null,CHECK,null,null
housing_applications,updated_at,timestamp with time zone,null,now(),YES,null,null,null,CHECK,null,null
housing_applications,updated_at,timestamp with time zone,null,now(),YES,null,null,null,PRIMARY KEY,null,null
housing_applications,updated_at,timestamp with time zone,null,now(),YES,null,null,null,FOREIGN KEY,housing_listings.id,null
housing_applications,updated_at,timestamp with time zone,null,now(),YES,null,null,null,FOREIGN KEY,users.id,null
housing_applications,updated_at,timestamp with time zone,null,now(),YES,null,null,null,CHECK,null,null
housing_group_members,id,uuid,null,uuid_generate_v4(),NO,null,null,null,FOREIGN KEY,users.id,null
housing_group_members,id,uuid,null,uuid_generate_v4(),NO,null,null,null,CHECK,null,null
housing_group_members,id,uuid,null,uuid_generate_v4(),NO,null,null,null,CHECK,null,null
housing_group_members,id,uuid,null,uuid_generate_v4(),NO,null,null,null,PRIMARY KEY,null,null
housing_group_members,id,uuid,null,uuid_generate_v4(),NO,null,null,null,UNIQUE,null,null
housing_group_members,id,uuid,null,uuid_generate_v4(),NO,null,null,null,FOREIGN KEY,housing_groups.id,null
housing_group_members,id,uuid,null,uuid_generate_v4(),NO,null,null,null,CHECK,null,null
housing_group_members,group_id,uuid,null,null,YES,null,null,null,CHECK,null,null
housing_group_members,group_id,uuid,null,null,YES,null,null,null,CHECK,null,null
housing_group_members,group_id,uuid,null,null,YES,null,null,null,PRIMARY KEY,null,null
housing_group_members,group_id,uuid,null,null,YES,null,null,null,UNIQUE,null,null
housing_group_members,group_id,uuid,null,null,YES,null,null,null,FOREIGN KEY,housing_groups.id,null
housing_group_members,group_id,uuid,null,null,YES,null,null,null,FOREIGN KEY,users.id,null
housing_group_members,group_id,uuid,null,null,YES,null,null,null,CHECK,null,null
housing_group_members,user_id,uuid,null,null,YES,null,null,null,CHECK,null,null
housing_group_members,user_id,uuid,null,null,YES,null,null,null,CHECK,null,null
housing_group_members,user_id,uuid,null,null,YES,null,null,null,CHECK,null,null
housing_group_members,user_id,uuid,null,null,YES,null,null,null,PRIMARY KEY,null,null
housing_group_members,user_id,uuid,null,null,YES,null,null,null,UNIQUE,null,null
housing_group_members,user_id,uuid,null,null,YES,null,null,null,FOREIGN KEY,housing_groups.id,null
housing_group_members,user_id,uuid,null,null,YES,null,null,null,FOREIGN KEY,users.id,null
housing_group_members,join_date,timestamp with time zone,null,now(),YES,null,null,null,FOREIGN KEY,users.id,null
housing_group_members,join_date,timestamp with time zone,null,now(),YES,null,null,null,FOREIGN KEY,housing_groups.id,null
housing_group_members,join_date,timestamp with time zone,null,now(),YES,null,null,null,CHECK,null,null
housing_group_members,join_date,timestamp with time zone,null,now(),YES,null,null,null,UNIQUE,null,null
housing_group_members,join_date,timestamp with time zone,null,now(),YES,null,null,null,PRIMARY KEY,null,null
housing_group_members,join_date,timestamp with time zone,null,now(),YES,null,null,null,CHECK,null,null
housing_group_members,join_date,timestamp with time zone,null,now(),YES,null,null,null,CHECK,null,null
housing_group_members,status,text,null,'approved'::text,YES,null,null,null,CHECK,null,null
housing_group_members,status,text,null,'approved'::text,YES,null,null,null,CHECK,null,null
housing_group_members,status,text,null,'approved'::text,YES,null,null,null,FOREIGN KEY,users.id,null
housing_group_members,status,text,null,'approved'::text,YES,null,null,null,FOREIGN KEY,housing_groups.id,null
housing_group_members,status,text,null,'approved'::text,YES,null,null,null,UNIQUE,null,null
housing_group_members,status,text,null,'approved'::text,YES,null,null,null,PRIMARY KEY,null,null
housing_group_members,status,text,null,'approved'::text,YES,null,null,null,CHECK,null,null
housing_group_members,bio,text,null,null,YES,null,null,null,CHECK,null,null
housing_group_members,bio,text,null,null,YES,null,null,null,CHECK,null,null
housing_group_members,bio,text,null,null,YES,null,null,null,FOREIGN KEY,users.id,null
housing_group_members,bio,text,null,null,YES,null,null,null,FOREIGN KEY,housing_groups.id,null
housing_group_members,bio,text,null,null,YES,null,null,null,UNIQUE,null,null
housing_group_members,bio,text,null,null,YES,null,null,null,PRIMARY KEY,null,null
housing_group_members,bio,text,null,null,YES,null,null,null,CHECK,null,null
housing_group_members,support_level,text,null,null,YES,null,null,null,CHECK,null,null
housing_group_members,support_level,text,null,null,YES,null,null,null,CHECK,null,null
housing_group_members,support_level,text,null,null,YES,null,null,null,CHECK,null,null
housing_group_members,support_level,text,null,null,YES,null,null,null,FOREIGN KEY,users.id,null
housing_group_members,support_level,text,null,null,YES,null,null,null,FOREIGN KEY,housing_groups.id,null
housing_group_members,support_level,text,null,null,YES,null,null,null,UNIQUE,null,null
housing_group_members,support_level,text,null,null,YES,null,null,null,PRIMARY KEY,null,null
housing_group_members,is_admin,boolean,null,false,YES,null,null,null,FOREIGN KEY,users.id,null
housing_group_members,is_admin,boolean,null,false,YES,null,null,null,CHECK,null,null
housing_group_members,is_admin,boolean,null,false,YES,null,null,null,CHECK,null,null
housing_group_members,is_admin,boolean,null,false,YES,null,null,null,CHECK,null,null
housing_group_members,is_admin,boolean,null,false,YES,null,null,null,PRIMARY KEY,null,null
housing_group_members,is_admin,boolean,null,false,YES,null,null,null,UNIQUE,null,null
housing_group_members,is_admin,boolean,null,false,YES,null,null,null,FOREIGN KEY,housing_groups.id,null
housing_groups,id,uuid,null,uuid_generate_v4(),NO,null,null,null,CHECK,null,null
housing_groups,id,uuid,null,uuid_generate_v4(),NO,null,null,null,CHECK,null,null
housing_groups,id,uuid,null,uuid_generate_v4(),NO,null,null,null,CHECK,null,null
housing_groups,id,uuid,null,uuid_generate_v4(),NO,null,null,null,CHECK,null,null
housing_groups,id,uuid,null,uuid_generate_v4(),NO,null,null,null,FOREIGN KEY,users.id,null
housing_groups,id,uuid,null,uuid_generate_v4(),NO,null,null,null,FOREIGN KEY,housing_listings.id,null
housing_groups,id,uuid,null,uuid_generate_v4(),NO,null,null,null,PRIMARY KEY,null,null
housing_groups,name,text,null,null,NO,null,null,null,CHECK,null,null
housing_groups,name,text,null,null,NO,null,null,null,CHECK,null,null
housing_groups,name,text,null,null,NO,null,null,null,CHECK,null,null
housing_groups,name,text,null,null,NO,null,null,null,CHECK,null,null
housing_groups,name,text,null,null,NO,null,null,null,FOREIGN KEY,users.id,null
housing_groups,name,text,null,null,NO,null,null,null,FOREIGN KEY,housing_listings.id,null
housing_groups,name,text,null,null,NO,null,null,null,PRIMARY KEY,null,null
housing_groups,listing_id,uuid,null,null,YES,null,null,null,FOREIGN KEY,housing_listings.id,null
housing_groups,listing_id,uuid,null,null,YES,null,null,null,PRIMARY KEY,null,null
housing_groups,listing_id,uuid,null,null,YES,null,null,null,CHECK,null,null
housing_groups,listing_id,uuid,null,null,YES,null,null,null,CHECK,null,null
housing_groups,listing_id,uuid,null,null,YES,null,null,null,CHECK,null,null
housing_groups,listing_id,uuid,null,null,YES,null,null,null,CHECK,null,null
housing_groups,listing_id,uuid,null,null,YES,null,null,null,FOREIGN KEY,users.id,null
housing_groups,creator_id,uuid,null,null,YES,null,null,null,FOREIGN KEY,users.id,null
housing_groups,creator_id,uuid,null,null,YES,null,null,null,CHECK,null,null
housing_groups,creator_id,uuid,null,null,YES,null,null,null,CHECK,null,null
housing_groups,creator_id,uuid,null,null,YES,null,null,null,CHECK,null,null
housing_groups,creator_id,uuid,null,null,YES,null,null,null,PRIMARY KEY,null,null
housing_groups,creator_id,uuid,null,null,YES,null,null,null,FOREIGN KEY,housing_listings.id,null
housing_groups,creator_id,uuid,null,null,YES,null,null,null,CHECK,null,null
housing_groups,max_members,integer,null,4,NO,null,32,0,FOREIGN KEY,users.id,null
housing_groups,max_members,integer,null,4,NO,null,32,0,CHECK,null,null
housing_groups,max_members,integer,null,4,NO,null,32,0,CHECK,null,null
housing_groups,max_members,integer,null,4,NO,null,32,0,CHECK,null,null
housing_groups,max_members,integer,null,4,NO,null,32,0,CHECK,null,null
housing_groups,max_members,integer,null,4,NO,null,32,0,FOREIGN KEY,housing_listings.id,null
housing_groups,max_members,integer,null,4,NO,null,32,0,PRIMARY KEY,null,null
housing_groups,current_members,integer,null,1,NO,null,32,0,PRIMARY KEY,null,null
housing_groups,current_members,integer,null,1,NO,null,32,0,FOREIGN KEY,housing_listings.id,null
housing_groups,current_members,integer,null,1,NO,null,32,0,FOREIGN KEY,users.id,null
housing_groups,current_members,integer,null,1,NO,null,32,0,CHECK,null,null
housing_groups,current_members,integer,null,1,NO,null,32,0,CHECK,null,null
housing_groups,current_members,integer,null,1,NO,null,32,0,CHECK,null,null
housing_groups,current_members,integer,null,1,NO,null,32,0,CHECK,null,null
housing_groups,move_in_date,date,null,null,YES,null,null,null,PRIMARY KEY,null,null
housing_groups,move_in_date,date,null,null,YES,null,null,null,FOREIGN KEY,housing_listings.id,null
housing_groups,move_in_date,date,null,null,YES,null,null,null,FOREIGN KEY,users.id,null
housing_groups,move_in_date,date,null,null,YES,null,null,null,CHECK,null,null
housing_groups,move_in_date,date,null,null,YES,null,null,null,CHECK,null,null
housing_groups,move_in_date,date,null,null,YES,null,null,null,CHECK,null,null
housing_groups,move_in_date,date,null,null,YES,null,null,null,CHECK,null,null
housing_groups,description,text,null,null,YES,null,null,null,PRIMARY KEY,null,null
housing_groups,description,text,null,null,YES,null,null,null,FOREIGN KEY,housing_listings.id,null
housing_groups,description,text,null,null,YES,null,null,null,FOREIGN KEY,users.id,null
housing_groups,description,text,null,null,YES,null,null,null,CHECK,null,null
housing_groups,description,text,null,null,YES,null,null,null,CHECK,null,null
housing_groups,description,text,null,null,YES,null,null,null,CHECK,null,null
housing_groups,description,text,null,null,YES,null,null,null,CHECK,null,null
